chr01	0	170277
chr01	220277	657126
chr01	707126	728944
chr01	778944	870761
chr01	920761	933314
chr01	983314	2286370
chr01	2336370	4109192
chr01	4159192	4395623
chr01	4445623	4753854
chr01	4803854	4848359
chr01	4898359	4982077
chr01	5032077	5561068
chr01	5611068	5799666
chr01	5849666	6236423
chr01	6286423	6379212
chr01	6429212	6471757
chr01	6521757	7074691
chr01	7124691	7190036
chr01	7240036	7547875
chr01	7597875	7707973
chr01	7757973	8350169
chr01	8400169	8674970
chr01	8724970	9180986
chr01	9230986	9362198
chr01	9412198	9530420
chr01	9580420	9868626
chr01	9918626	10070888
chr01	10120888	10434698
chr01	10484698	11791492
chr01	11841492	12319257
chr01	12369257	12375077
chr01	12425077	12468522
chr01	12518522	12613743
chr01	12663743	13021212
chr01	13071212	13195668
chr01	13245668	13684103
chr01	13734103	14925339
chr01	14975339	18304027
chr01	18354027	19200962
chr01	19250962	20308265
chr01	20358265	20568883
chr01	20618883	21447480
chr01	21497480	21515623
chr01	21565623	21784351
chr01	21834351	21866806
chr01	21916806	22381900
chr01	22431900	24174540
chr01	24224540	25409915
chr01	25459915	26008535
chr01	26058535	26295119
chr01	26345119	29124781
chr01	29174781	29265517
chr01	29315517	29699991
chr01	29749991	31740969
chr01	31790969	38891446
chr01	38941446	40709434
chr01	40759434	41654161
chr01	41704161	41727067
chr01	41777067	41991003
chr01	42041003	42578099
chr01	42628099	42790567
chr01	42840567	43010397
chr01	43060397	43254138
chr01	43304138	43650744
chr01	43700744	43749083
chr01	43799083	43822320
chr01	43872320	45037100
chr01	45087100	45993888
chr01	46043888	46146597
chr01	46196597	46404744
chr01	46454744	47767587
chr01	47817587	47834453
chr01	47884453	47886805
chr01	47936805	48300056
chr01	48350056	48698886
chr01	48748886	49429688
chr01	49479688	49667273
chr01	49717273	51006297
chr01	51056297	51872195
chr01	51922195	52081850
chr01	52131850	52153668
chr01	52203668	52549211
chr01	52599211	52677622
chr01	52727622	53827073
chr01	53877073	54054578
chr01	54104578	54770024
chr01	54820024	55038326
chr01	55088326	55819038
chr01	55869038	56824309
chr01	56874309	59518662
chr01	59568662	60597183
chr01	60647183	60997580
chr01	61047580	61713996
chr01	61763996	63504737
chr01	63554737	63890077
chr01	63940077	63960348
chr01	64010348	66165852
chr01	66215852	66482538
chr01	66532538	67385882
chr01	67435882	68723528
chr01	68773528	70575365
chr01	70625365	70641857
chr01	70691857	73973628
chr01	74023628	74095538
chr01	74145538	75960476
chr01	76010476	76635682
chr01	76685682	76712681
chr01	76762681	76806154
chr01	76856154	78601189
chr01	78651189	79539123
chr01	79589123	81318485
chr01	81368485	82872805
chr01	82922805	83062664
chr01	83112664	83316037
chr01	83366037	85414865
chr01	85464865	85777553
chr01	85827553	86180018
chr01	86230018	86677980
chr01	86727980	86786044
chr01	86836044	87678549
chr01	87728549	87770348
chr01	87820348	88205125
chr01	88255125	88663952
chr02	0	1638948
chr02	1688948	3634910
chr02	3684910	5844968
chr02	5894968	6196052
chr02	6246052	7861298
chr02	7911298	9145935
chr02	9195935	9376028
chr02	9426028	10399844
chr02	10449844	10749399
chr02	10799399	11100136
chr02	11150136	11784000
chr02	11834000	12681448
chr02	12731448	13471566
chr02	13521566	13707767
chr02	13757767	14223247
chr02	14273247	15315578
chr02	15365578	15416659
chr02	15466659	15947437
chr02	15997437	16470050
chr02	16520050	16527773
chr02	16577773	16597748
chr02	16647748	16785002
chr02	16835002	16895363
chr02	16945363	18550305
chr02	18600305	18620376
chr02	18670376	18697861
chr02	18747861	18983267
chr02	19033267	19439210
chr02	19489210	19653257
chr02	19703257	20290364
chr02	20340364	20588335
chr02	20638335	22524827
chr02	22574827	22981600
chr02	23031600	23194635
chr02	23244635	24003661
chr02	24053661	24082315
chr02	24132315	24273103
chr02	24323103	24767530
chr02	24817530	25116552
chr02	25166552	25199401
chr02	25249401	25743740
chr02	25793740	26808741
chr02	26858741	27214777
chr02	27264777	27620853
chr02	27670853	27709005
chr02	27759005	28294094
chr02	28344094	29786394
chr02	29836394	30152566
chr02	30202566	30964936
chr02	31014936	31938959
chr02	31988959	32553200
chr02	32603200	32717212
chr02	32767212	32924529
chr02	32974529	33398994
chr02	33448994	33465453
chr02	33515453	33579727
chr02	33629727	35452871
chr02	35502871	35785935
chr02	35835935	37145426
chr02	37195426	37722378
chr02	37772378	38252939
chr02	38302939	40701053
chr02	40751053	41201516
chr02	41251516	42260662
chr02	42310662	42793132
chr02	42843132	42863701
chr02	42913701	44076197
chr02	44126197	48614681
chr03	0	1105014
chr03	1155014	1321027
chr03	1371027	1476999
chr03	1526999	1632857
chr03	1682857	4265538
chr03	4315538	4498795
chr03	4548795	4587171
chr03	4637171	4805926
chr03	4855926	5002492
chr03	5052492	5204213
chr03	5254213	5287582
chr03	5337582	5803850
chr03	5853850	6170643
chr03	6220643	6405058
chr03	6455058	6586586
chr03	6636586	6920828
chr03	6970828	8024278
chr03	8074278	8687837
chr03	8737837	9287591
chr03	9337591	9658275
chr03	9708275	9727232
chr03	9777232	11621384
chr03	11671384	12170409
chr03	12220409	12689338
chr03	12739338	12808358
chr03	12858358	13323409
chr03	13373409	13618462
chr03	13668462	13879450
chr03	13929450	14020980
chr03	14070980	14780835
chr03	14830835	16300378
chr03	16350378	16582974
chr03	16632974	16651325
chr03	16701325	17101490
chr03	17151490	17264952
chr03	17314952	19731723
chr03	19781723	20273336
chr03	20323336	20975614
chr03	21025614	22719488
chr03	22769488	23238674
chr03	23288674	24304913
chr03	24354913	24356005
chr03	24406005	24696448
chr03	24746448	25550401
chr03	25600401	27293634
chr03	27343634	27372172
chr03	27422172	29974478
chr03	30024478	30186331
chr03	30236331	30921503
chr03	30971503	31576905
chr03	31626905	32363505
chr03	32413505	32439103
chr03	32489103	32492103
chr03	32542103	32549902
chr03	32599902	32857393
chr03	32907393	33062469
chr03	33112469	33705527
chr03	33755527	34209419
chr03	34259419	34279717
chr03	34329717	34512581
chr03	34562581	34753678
chr03	34803678	34947767
chr03	34997767	36091664
chr03	36141664	36261664
chr03	36311664	37218535
chr03	37268535	37507547
chr03	37557547	37949126
chr03	37999126	38903711
chr03	38953711	39044573
chr03	39094573	39363145
chr03	39413145	39428483
chr03	39478483	39531615
chr03	39581615	39634976
chr03	39684976	39775361
chr03	39825361	39888170
chr03	39938170	40134730
chr03	40184730	40533749
chr03	40583749	40612949
chr03	40662949	41123319
chr03	41173319	41701485
chr03	41751485	41799194
chr03	41849194	43270953
chr03	43320953	43960953
chr03	44010953	44420953
chr03	44470953	44695867
chr03	44745867	46023367
chr03	46073367	47883847
chr03	47933847	48133621
chr03	48183621	48616981
chr03	48666981	49074803
chr03	49124803	49873235
chr03	49923235	50059196
chr03	50109196	51659568
chr03	51709568	51759575
chr03	51809575	53084869
chr03	53134869	53328951
chr03	53378951	53446880
chr03	53496880	55676284
chr03	55726284	56115332
chr03	56165332	56216710
chr03	56266710	56682237
chr03	56732237	59669905
chr03	59719905	62290286
chr04	0	48001
chr04	98002	531608
chr04	581608	880945
chr04	930945	965618
chr04	1015618	1051487
chr04	1101487	1284746
chr04	1334746	1365173
chr04	1415173	1444609
chr04	1494609	2229203
chr04	2279203	2308110
chr04	2358110	2402971
chr04	2452971	3655182
chr04	3705182	4412080
chr04	4462080	5289894
chr04	5339894	5538303
chr04	5588303	5651972
chr04	5701972	5752742
chr04	5802742	5981577
chr04	6031577	6068947
chr04	6118947	6759756
chr04	6809756	6821412
